,so_ky_hieu,ngay_ban_hanh,trich_yeu,hieu_luc,pdf
2215,200/QĐ-UBND,23/01/2019,"cho phép công ty tnhh một thành viên xây dựng và đầu tư bất động sản nam thái bình dương chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở công nhân thu nhập thấp mở rộng (giai đoạn 2) tại phường mỹ phước, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3054/200-QD.signed.pdf
2216,2/CT-UBND,23/01/2019,tăng cường công tác vận động hiến máu tình nguyện năm 2019,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3052/02-CT.signed.pdf
2217,190/QĐ-UBND,23/01/2019,"ban hành kế hoạch thực hiện quy hoạch mạng lưới cơ sở cai nghiện ma tuý đến năm 2020, định hướng đến năm 2030 trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3060/190-QD.signed.pdf
2218,3837/QĐ-UBND,21/01/2019," giao đất, chuyển mục đích sử dụng đất (đợt 1) đối với công ty cổ phần lâm sản và xuất nhập khẩu tổng hợp bình dương để thực hiện dự án khu nhà ở thương mại dịch vụ phú mỹ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3044/3837-QD.signed(1).pdf
2219,158/QĐ-UBND,18/01/2019,"cho phép công ty tnhh giáo dục tư thục bình dương chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở giáo dục, đào tạo tại phường phú mỹ, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3049/158-QD.signed.pdf
2220,80/UBND-KTTH,08/01/2019,đăng cai tổ chức diễn đàn hợp tác kinh tế ấn độ và các quốc gia đông nam á (horasis ấn độ) năm 2019,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3017/80-KTTH.signed.pdf
2221,78/UBND-VX,08/01/2019,triển khai thực hiện thông tư số 121/2018/tt-btc của bộ tài chính,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3016/78-VX.signed.pdf
2222,71/UBND-VX,08/01/2019,tham gia thu thập dữ liệu bản đồ số cho đề án “phát triển hệ tri thức việt số hóa”,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3015/71-VX.signed.pdf
2223,40/QĐ-UBND,08/01/2019,công bố thủ tục hành chính mới ban hành; thủ tục hành chính được thay thế và thủ tục hành chính bị bãi bỏ thuộc thẩm quyền giải quyết của sở nông nghiệp và phát triển nông thôn/uỷ ban nhân dân cấp huyện/ ủy ban nhân dân cấp xã tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3009/40-QD.signed.pdf
2224,04/TB-UBND,07/01/2019,"điều chỉnh, bổ sung lịch làm việc của ủy ban nhân dân tỉnh (từ ngày 07/01/2019 đến ngày 13/01/2019)",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3008/04TB-UBND.signed.pdf
2225,44/UBND-VX,05/01/2019,thực hiện cộng điểm tốt nghiệp nghề phổ thông cho thí sinh dự thi tuyển sinh vào lớp 10 thpt năm học 2019-2020.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3002/44-VX.signed.pdf
2226,1/CT-UBND,04/01/2019,"tổ chức các hoạt động lễ kỷ niệm, tết nguyên đán kỷ hợi 2019",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2994/01-CT.signed.pdf
2227,6358/UBND-VX,28/12/2018,tổ chức sơ kết 03 năm chương trình số 1122/ctph-ubnd-bdv ngày 14/4/2016 và tổng kết “năm dân vận chính quyền” 2018,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2987/6358-VX.signed.pdf
2228,3765/QĐ-UBND,28/12/2018,ban hành chương trình làm việc năm 2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2991/3765-QD.signed.pdf
2229,3748/QĐ-UBND,28/12/2018,"điều chỉnh mục đích sử dụng đất của công ty cổ phần khu công nghiệp tân bình  đã được ubnd tỉnh  cho thuê đất (đợt 1) tại quyết định số 1824/qđ-ubnd ngày 15/7/2015 để thực hiện dự án khu công nghiệp tân bình tại xã tân bình, huyện bắc tân uyên với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2990/3748-QD.signed.pdf
2230,3746/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất (đợt 1) để thực hiện dự án khu nhà ở tuấn điền phát tại phường tân hiệp, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2989/3746-QD.signed.pdf
2231,3745/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở tuấn điền phát 2 tại xã vĩnh tân, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2988/3745-QD.signed.pdf
2232,6358/UBND-VX,28/12/2018,tổ chức sơ kết 03 năm chương trình số 1122/ctph-ubnd-bdv ngày 14/4/2016 và tổng kết “năm dân vận chính quyền” 2018,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2987/6358-VX.signed.pdf
2233,3796/QĐ-UBND,28/12/2018,"cho phép công ty cổ phần phát triển địa ốc an phú được chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở u&i an phú tại phường an phú, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2995/3796Q%C4%90-UBND.signed.pdf
2234,3795/QĐ-UBND,28/12/2018,"cho công ty cổ phần bệnh viện vạn phước thuê đất, chuyển mục đích sử dụng đất với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê tại phường phú lợi, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2996/3795-QD.signed.pdf
2235,3794/QĐ-UBND,28/12/2018,"cho phép công ty cổ phần bất động sản nam long bình dương chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở nông thôn nam long 3 tại xã long nguyên, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2997/3794-QD.signed.pdf
2236,3793/QĐ-UBND,28/12/2018,"thu hồi đất của tổng công ty đầu tư và phát triển công nghiệp - ctcp, giao đất có thu tiền sử dụng đất cho công ty cổ phần setiabecamex để thực hiện dự án khu nhà ở r1a và r1b thuộc khu dân cư mỹ phước 3",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2999/3793-QD.signed.pdf
2237,3792/QĐ-UBND,28/12/2018,"cho phép công ty tnhh đầu tư xây dựng cát toàn thuê đất với hình thức nhà nước cho thuê đất thu tiền thuê đất hàng năm tại phường bình chuẩn, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2998/3792-QD.signed.pdf
2238,3785/QĐ-UBND,28/12/2018,"thu hồi đất, giao đất và cho phép công ty tnhh bất động sản phú hồng thịnh được chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở thương mại phú gia huy tại phường bình chuẩn, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3000/3785-QD.signed.pdf
2239,3765/QĐ-UBND,28/12/2018,ban hành chương trình làm việc năm 2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2991/3765-QD.signed.pdf
2240,3748/QĐ-UBND,28/12/2018,"điều chỉnh mục đích sử dụng đất của công ty cổ phần khu công nghiệp tân bình  đã được ubnd tỉnh  cho thuê đất (đợt 1) tại quyết định số 1824/qđ-ubnd ngày 15/7/2015 để thực hiện dự án khu công nghiệp tân bình tại xã tân bình, huyện bắc tân uyên với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2990/3748-QD.signed.pdf
2241,3746/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất (đợt 1) để thực hiện dự án khu nhà ở tuấn điền phát tại phường tân hiệp, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2989/3746-QD.signed.pdf
2242,3745/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở tuấn điền phát 2 tại xã vĩnh tân, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2988/3745-QD.signed.pdf
2243,303/TB-UBND,28/12/2018,chương trình làm việc tháng 01/2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2992/303-TB.signed.pdf
2244,6358/UBND-VX,28/12/2018,tổ chức sơ kết 03 năm chương trình số 1122/ctph-ubnd-bdv ngày 14/4/2016 và tổng kết “năm dân vận chính quyền” 2018,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2987/6358-VX.signed.pdf
2245,3796/QĐ-UBND,28/12/2018,"cho phép công ty cổ phần phát triển địa ốc an phú được chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở u&i an phú tại phường an phú, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2995/3796Q%C4%90-UBND.signed.pdf
2246,3795/QĐ-UBND,28/12/2018,"cho công ty cổ phần bệnh viện vạn phước thuê đất, chuyển mục đích sử dụng đất với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê tại phường phú lợi, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2996/3795-QD.signed.pdf
2247,3794/QĐ-UBND,28/12/2018,"cho phép công ty cổ phần bất động sản nam long bình dương chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở nông thôn nam long 3 tại xã long nguyên, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2997/3794-QD.signed.pdf
2248,3793/QĐ-UBND,28/12/2018,"thu hồi đất của tổng công ty đầu tư và phát triển công nghiệp - ctcp, giao đất có thu tiền sử dụng đất cho công ty cổ phần setiabecamex để thực hiện dự án khu nhà ở r1a và r1b thuộc khu dân cư mỹ phước 3",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2999/3793-QD.signed.pdf
2249,3792/QĐ-UBND,28/12/2018,"cho phép công ty tnhh đầu tư xây dựng cát toàn thuê đất với hình thức nhà nước cho thuê đất thu tiền thuê đất hàng năm tại phường bình chuẩn, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2998/3792-QD.signed.pdf
2250,3785/QĐ-UBND,28/12/2018,"thu hồi đất, giao đất và cho phép công ty tnhh bất động sản phú hồng thịnh được chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở thương mại phú gia huy tại phường bình chuẩn, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3000/3785-QD.signed.pdf
2251,3765/QĐ-UBND,28/12/2018,ban hành chương trình làm việc năm 2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2991/3765-QD.signed.pdf
2252,3748/QĐ-UBND,28/12/2018,"điều chỉnh mục đích sử dụng đất của công ty cổ phần khu công nghiệp tân bình  đã được ubnd tỉnh  cho thuê đất (đợt 1) tại quyết định số 1824/qđ-ubnd ngày 15/7/2015 để thực hiện dự án khu công nghiệp tân bình tại xã tân bình, huyện bắc tân uyên với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2990/3748-QD.signed.pdf
2253,3746/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất (đợt 1) để thực hiện dự án khu nhà ở tuấn điền phát tại phường tân hiệp, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2989/3746-QD.signed.pdf
2254,3745/QĐ-UBND,28/12/2018,"cho phép công ty tnhh một thành viên tuấn điền phát chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở tuấn điền phát 2 tại xã vĩnh tân, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2988/3745-QD.signed.pdf
